"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   
          0,           0,         226,      -2.033893638,       -4.62990803,      -5.047977325,      -7.391686323,       -2.76385112
          0,           0,         227,      -2.024126609,      -4.625931073,      -5.036620095,      -7.382928299,      -2.763274186
          0,           0,         228,      -2.014161533,      -4.621744149,      -5.025611595,      -7.373995691,      -2.762692163
          0,           0,         229,      -2.003926456,      -4.617346754,      -5.014992544,      -7.364762313,      -2.762105285
          0,           0,         230,      -1.993365409,      -4.612736698,      -5.004801033,      -7.355118681,      -2.761513505
          0,           0,         231,      -1.982443762,       -4.60791171,      -4.995073028,      -7.344980366,      -2.760916511
          0,           0,         232,      -1.971151867,      -4.602871047,      -4.985842744,      -7.334294745,      -2.760313743
          0,           0,         233,      -1.959506682,      -4.597617005,      -4.977142901,      -7.323045355,      -2.759704414
          0,           0,         234,      -1.947551315,      -4.592156231,      -4.969004885,       -7.31125333,      -2.759087535
          0,           0,         235,       -1.93535267,      -4.586500738,       -4.96145884,      -7.298975814,      -2.758461938
          0,           0,         236,      -1.922997594,      -4.580668572,      -4.954533709,      -7.286301674,      -2.757826305
          0,           0,         237,      -1.910588063,      -4.574684089,      -4.948257223,      -7.273345206,      -2.757179195
          0,           0,         238,      -1.898235976,      -4.568577834,      -4.942655871,      -7.260238748,      -2.756519072
          0,           0,         239,      -1.886058089,      -4.562386066,      -4.937754841,      -7.247125084,      -2.755844337
          0,           0,         240,      -1.874171474,      -4.556149962,      -4.933577942,      -7.234150434,      -2.755153356
          0,           0,         241,      -1.862689765,      -4.549914588,      -4.930147516,      -7.221458521,      -2.754444489
          0,           0,         242,      -1.851720281,      -4.543727708,      -4.927484332,      -7.209185994,      -2.753716122
          0,           0,         243,      -1.841362026,      -4.537638529,      -4.925607468,      -7.197459236,      -2.752966695
          0,           0,         244,      -1.831704472,      -4.531696439,      -4.924534167,      -7.186392429,      -2.752194724
          0,           0,         245,      -1.822826987,      -4.525949813,       -4.92427968,      -7.176086664,      -2.751398833
          0,           0,         246,      -1.814798757,      -4.520444935,      -4.924857076,      -7.166629855,      -2.750577776
          0,           0,         247,      -1.807679063,      -4.515225057,      -4.926277013,      -7.158097206,      -2.749730459
          0,           0,         248,      -1.801517785,      -4.510329623,      -4.928547474,      -7.150552038,      -2.748855958
          0,           0,         249,      -1.796356027,      -4.505793644,      -4.931673451,      -7.144046802,      -2.747953541
          0,           0,         250,       -1.79222679,      -4.501647237,      -4.935656568,      -7.138624163,      -2.747022683
          0,           0,         251,      -1.789155625,      -4.497915298,      -4.940494641,      -7.134318056,      -2.746063075
          0,           0,         252,      -1.787161239,      -4.494617302,      -4.946181158,      -7.131154674,      -2.745074639
          0,           0,         253,      -1.786256012,      -4.491767206,      -4.952704682,      -7.129153334,      -2.744057533
          0,           0,         254,      -1.786446418,      -4.489373446,      -4.960048167,      -7.128327213,      -2.743012158
          0,           0,         255,      -1.787733353,      -4.487439005,      -4.968188189,      -7.128683954,      -2.741939159
          0,           0,         256,       -1.79011234,      -4.485961552,      -4.977094092,      -7.130226122,      -2.740839423
          0,           0,         257,      -1.793573648,      -4.484933633,       -4.98672708,      -7.132951537,       -2.73971408
          0,           0,         258,      -1.798102307,      -4.484342915,      -4.997039265,       -7.13685347,      -2.738564494
          0,           0,         259,      -1.803678043,      -4.484172481,      -5.007972736,      -7.141920736,      -2.737392254
          0,           0,         260,       -1.81027515,      -4.484401177,      -5.019458694,      -7.148137674,      -2.736199165
          0,           0,         261,      -1.817862304,      -4.485004004,      -5.031416771,      -7.155484034,      -2.734987235
          0,           0,         262,      -1.826402362,      -4.485952574,      -5.043754635,      -7.163934804,      -2.733758658
          0,           0,         263,      -1.835852171,      -4.487215607,      -5.056368042,      -7.173459959,      -2.732515797
          0,           0,         264,       -1.84616242,      -4.488759495,      -5.069141481,      -7.184024202,      -2.731261165
          0,           0,         265,      -1.857277594,      -4.490548904,      -5.081949601,      -7.195586687,      -2.729997405
          0,           0,         266,      -1.869136069,      -4.492547431,      -5.094659545,      -7.208100786,      -2.728727269
          0,           0,         267,      -1.881670418,      -4.494718277,      -5.107134261,      -7.221513929,      -2.727453594
          0,           0,         268,      -1.894807977,      -4.497024955,      -5.119236783,      -7.235767581,      -2.726179279
          0,           0,         269,      -1.908471725,      -4.499431973,      -5.130835275,      -7.250797398,      -2.724907263
          0,           0,         270,      -1.922581511,      -4.501905505,      -5.141808513,      -7.266533626,        -2.7236405
